PCON24CD,Theme,Title,Value
E14001053,transport,Active travel: walk three times a week,45.7
E14001053,transport,Distance travelled to work,4583
E14001053,transport,Road traffic accidents: all,88
E14001053,transport,Road traffic accidents: fatal,26
E14001054,economy,House price wage ratio,8.1655
E14001054,economy,Unemployment,0.0523
E14001054,economy,Wages,31613
E14001054,energy,Efficiency of Housing,69
E14001054,energy,Fuel poverty,12.5
E14001054,environment,City and town classification,Village or smaller
E14001054,environment,Climate change: drought,1.625269
E14001054,environment,Climate change: heatwaves,7.395435
E14001054,environment,Climate change: rainfall,0.049331
E14001054,environment,Climate change: rainfall anomaly,0.372689
E14001054,environment,Climate change: temperature,3.152782
E14001054,environment,Climate change: warmest days,5.457702
E14001054,environment,Climate change: wettest days,8.64094
E14001054,health,Disability,0.195
E14001054,health,GP appointments: good overall experience of making an appointment,58.099
E14001054,health,GP appointments: not attended,4.872
E14001054,health,GP appointments: patients enabled to book and cancel online,44.651
E14001054,health,GP appointments: per patient,5.695
E14001054,health,GP appointments: satisfied with practice appointment times,50.23
E14001054,health,GP appointments: taking place within 14 days of booking,86.526
E14001054,health,GP appointments: taking place within 2 days of booking,54.716
E14001054,health,GPs: electronic prescription items,98.272
E14001054,health,GPs: patients enabled to order repeat prescriptions online,47.156
E14001054,society,EU referendum,0.597911332
E14001054,society,Educational attainment: GCSE A*-C English/Maths,61
E14001054,society,Educational attainment: KS2 Attainment,57
E14001054,society,Educational attainment: KS4 Attainment 8,43.8
E14001054,society,General Election: 12 December 2019,Lab
E14001054,society,General Election: 7 May 2015,Lab
E14001054,society,General Election: 8 June 2017,Lab
E14001054,society,School allocations per pupil (nominal),5785
E14001054,society,School allocations per pupil (real),5785
E14001054,society,Sexuality,90.7
E14001054,transport,Active travel: cycle at least once a month,9.4
E14001054,transport,Active travel: cycle at least once a week,7
E14001054,transport,Active travel: cycle three times a week,0
E14001054,transport,Active travel: walk at least once a month,72.7
E14001054,transport,Active travel: walk at least once a week,65.8
E14001054,transport,Active travel: walk three times a week,40.8
E14001054,transport,Distance travelled to work,4965
E14001054,transport,Road traffic accidents: all,122
E14001054,transport,Road traffic accidents: fatal,28
E14001055,economy,House price wage ratio,12.0287
E14001055,economy,Unemployment,0.0293
E14001055,economy,Wages,33095
E14001055,energy,Efficiency of Housing,66
E14001055,energy,Fuel poverty,10.3
E14001055,environment,City and town classification,Medium Town
E14001055,environment,Climate change: drought,2.650878
E14001055,environment,Climate change: heatwaves,19.0845
E14001055,environment,Climate change: rainfall,-0.02075
E14001055,environment,Climate change: rainfall anomaly,0.246306
E14001055,environment,Climate change: temperature,3.39642
E14001055,environment,Climate change: warmest days,6.978692
E14001055,environment,Climate change: wettest days,13.85041
E14001055,health,Disability,0.206
E14001055,health,GP appointments: good overall experience of making an appointment,55.411
E14001055,health,GP appointments: not attended,2.44
E14001055,health,GP appointments: patients enabled to book and cancel online,55.126
E14001055,health,GP appointments: per patient,7.463
E14001055,health,GP appointments: satisfied with practice appointment times,45.519
E14001055,health,GP appointments: taking place within 14 days of booking,93.047
E14001055,health,GP appointments: taking place within 2 days of booking,57.793
E14001055,health,GPs: electronic prescription items,97.55
E14001055,health,GPs: patients enabled to order repeat prescriptions online,58.802
E14001055,society,EU referendum,0.560165191
E14001055,society,Educational attainment: GCSE A*-C English/Maths,76
E14001055,society,Educational attainment: KS2 Attainment,41
E14001055,society,Educational attainment: KS4 Attainment 8,51
E14001055,society,General Election: 12 December 2019,Con
E14001055,society,General Election: 7 May 2015,Con
E14001055,society,General Election: 8 June 2017,Con
E14001055,society,School allocations per pupil (nominal),4906
E14001055,society,School allocations per pupil (real),4906
E14001055,society,Sexuality,89.2
E14001055,transport,Active travel: cycle at least once a month,13.4
E14001055,transport,Active travel: cycle at least once a week,10.8
E14001055,transport,Active travel: cycle three times a week,0
E14001055,transport,Active travel: walk at least once a month,83.1
E14001055,transport,Active travel: walk at least once a week,75.6
E14001055,transport,Active travel: walk three times a week,47.5
E14001055,transport,Distance travelled to work,6332
E14001055,transport,Road traffic accidents: all,143
E14001055,transport,Road traffic accidents: fatal,31
E14001056,economy,House price wage ratio,12.1212
E14001056,economy,Unemployment,0.0412
E14001056,economy,Wages,34946
E14001056,energy,Efficiency of Housing,68
E14001056,energy,Fuel poverty,8.9
E14001056,environment,City and town classification,Small Town
E14001056,environment,Climate change: drought,3.41454
E14001056,environment,Climate change: heatwaves,21.13669
E14001056,environment,Climate change: rainfall,-0.11029
E14001056,environment,Climate change: rainfall anomaly,0.019377
E14001056,environment,Climate change: temperature,3.48319
E14001056,environment,Climate change: warmest days,6.906541
E14001056,environment,Climate change: wettest days,6.189358
E14001056,health,Disability,0.131
E14001056,health,GP appointments: good overall experience of making an appointment,41.051
E14001056,health,GP appointments: not attended,4.826
E14001056,health,GP appointments: patients enabled to book and cancel online,43.203
E14001056,health,GP appointments: per patient,4.85
E14001056,health,GP appointments: satisfied with practice appointment times,39.761
E14001056,health,GP appointments: taking place within 14 days of booking,92.742
E14001056,health,GP appointments: taking place within 2 days of booking,62.376
E14001056,health,GPs: electronic prescription items,97.172
E14001056,health,GPs: patients enabled to order repeat prescriptions online,47.625
E14001056,society,EU referendum,0.484619161
E14001056,society,Educational attainment: GCSE A*-C English/Maths,81
E14001056,society,Educational attainment: KS2 Attainment,55
E14001056,society,Educational attainment: KS4 Attainment 8,60.1
E14001056,society,General Election: 12 December 2019,Con
E14001056,society,General Election: 7 May 2015,Con
E14001056,society,General Election: 8 June 2017,Con
E14001056,society,School allocations per pupil (nominal),5290
E14001056,society,School allocations per pupil (real),5290
E14001056,society,Sexuality,88.7
E14001056,transport,Active travel: cycle at least once a month,12.9
E14001056,transport,Active travel: cycle at least once a week,8.1
E14001056,transport,Active travel: cycle three times a week,0
E14001056,transport,Active travel: walk at least once a month,79.1
E14001056,transport,Active travel: walk at least once a week,71.6
E14001056,transport,Active travel: walk three times a week,42.8
E14001056,transport,Distance travelled to work,6268
E14001056,transport,Road traffic accidents: all,144
E14001056,transport,Road traffic accidents: fatal,24
E14001057,economy,House price wage ratio,7.2816
E14001057,economy,Unemployment,0.0183
E14001057,economy,Wages,37256
E14001057,energy,Efficiency of Housing,68
E14001057,energy,Fuel poverty,10.1
E14001057,environment,City and town classification,Large Town
E14001057,environment,Climate change: drought,1.365877
E14001057,environment,Climate change: heatwaves,5.375241
E14001057,environment,Climate change: rainfall,0.146161
E14001057,environment,Climate change: rainfall anomaly,0.281531
E14001057,environment,Climate change: temperature,2.997083
E14001057,environment,Climate change: warmest days,5.381887
E14001057,environment,Climate change: wettest days,13.67547
E14001057,health,Disability,0.177
E14001057,health,GP appointments: good overall experience of making an appointment,57.361
E14001057,health,GP appointments: not attended,4.014
E14001057,health,GP appointments: patients enabled to book and cancel online,53.633
E14001057,health,GP appointments: per patient,6.204
E14001057,health,GP appointments: satisfied with practice appointment times,48.686
E14001057,health,GP appointments: taking place within 14 days of booking,85.6
E14001057,health,GP appointments: taking place within 2 days of booking,53.098
E14001057,health,GPs: electronic prescription items,68.991
E14001057,health,GPs: patients enabled to order repeat prescriptions online,53.929
E14001057,society,EU referendum,0.541988663
E14001057,society,Educational attainment: GCSE A*-C English/Maths,71
E14001057,society,Educational attainment: KS2 Attainment,71
E14001057,society,Educational attainment: KS4 Attainment 8,49.5
E14001057,society,General Election: 12 December 2019,Con
E14001057,society,General Election: 7 May 2015,Con
E14001057,society,General Election: 8 June 2017,Con
E14001057,society,School allocations per pupil (nominal),5283
E14001057,society,School allocations per pupil (real),5283
E14001057,society,Sexuality,91.8
E14001057,transport,Active travel: cycle at least once a month,12.3
E14001057,transport,Active travel: cycle at least once a week,7.5
E14001057,transport,Active travel: cycle three times a week,0
E14001057,transport,Active travel: walk at least once a month,74.2
E14001057,transport,Active travel: walk at least once a week,67.9
E14001057,transport,Active travel: walk three times a week,44
