PCON24CD,Theme,Title,Value,rank,count
E14000842,society,School allocations per pupil (nominal),5317.0,255.0,533
E14000842,society,School allocations per pupil (real),5317.0,255.0,533
E14000842,society,Sexuality,90.1,29.0,573
E14000842,transport,Active travel: cycle at least once a month,13.2,81.0,533
E14000842,transport,Active travel: cycle at least once a week,9.5,73.0,533
E14000842,transport,Active travel: cycle three times a week,0.0,58.0,533
E14000842,transport,Active travel: walk at least once a month,72.7,121.0,533
E14000842,transport,Active travel: walk at least once a week,65.2,134.0,533
E14000842,transport,Active travel: walk three times a week,39.8,116.0,533
E14000842,transport,Distance travelled to work,7805.0,54.0,573
E14000842,transport,Road traffic accidents: all,170.0,123.0,632
E14000842,transport,Road traffic accidents: fatal,54.0,33.0,632
E14000843,economy,House price wage ratio,7.9795,348.0,573
E14000843,economy,Unemployment,0.0278,256.0,650
E14000843,economy,Wages,32955.0,389.0,632
E14000843,energy,Efficiency of Housing,66.0,13.0,573
E14000843,energy,Fuel poverty,14.4,81.0,533
E14000843,environment,City and town classification,,,0
E14000843,environment,Climate change: drought,3.191337,179.0,632
E14000843,environment,Climate change: heatwaves,12.18538,273.0,632
E14000843,environment,Climate change: rainfall,-0.16258,412.0,632
E14000843,environment,Climate change: rainfall anomaly,0.373689,39.0,632
E14000843,environment,Climate change: temperature,3.255149,226.0,632
E14000843,environment,Climate change: warmest days,6.638329,184.0,632
E14000843,environment,Climate change: wettest days,3.02817,377.0,632
E14000843,health,Disability,0.212,36.0,573
E14000843,health,GP appointments: good overall experience of making an appointment,55.369,250.0,533
E14000843,health,GP appointments: not attended,3.437,325.0,533
E14000843,health,GP appointments: patients enabled to book and cancel online,42.043,364.0,533
E14000843,health,GP appointments: per patient,7.223,43.0,533
E14000843,health,GP appointments: satisfied with practice appointment times,48.703,269.0,533
E14000843,health,GP appointments: taking place within 14 days of booking,82.736,438.0,533
E14000843,health,GP appointments: taking place within 2 days of booking,44.403,480.0,532
E14000843,health,GPs: electronic prescription items,95.037,305.0,533
E14000843,health,GPs: patients enabled to order repeat prescriptions online,54.332,171.0,533
E14000843,society,EU referendum,0.620516723,108.0,632
E14000843,society,Educational attainment: GCSE A*-C English/Maths,68.0,19.0,533
E14000843,society,Educational attainment: KS2 Attainment,57.0,20.0,533
E14000843,society,Educational attainment: KS4 Attainment 8,47.3,109.0,533
E14000843,society,General Election: 12 December 2019,,,0
E14000843,society,General Election: 7 May 2015,,,0
E14000843,society,General Election: 8 June 2017,,,0
E14000843,society,School allocations per pupil (nominal),5418.0,204.0,533
E14000843,society,School allocations per pupil (real),5418.0,204.0,533
E14000843,society,Sexuality,92.2,8.0,573
E14000843,transport,Active travel: cycle at least once a month,10.6,104.0,533
E14000843,transport,Active travel: cycle at least once a week,7.2,96.0,533
E14000843,transport,Active travel: cycle three times a week,0.0,58.0,533
E14000843,transport,Active travel: walk at least once a month,77.8,77.0,533
E14000843,transport,Active travel: walk at least once a week,68.2,106.0,533
E14000843,transport,Active travel: walk three times a week,40.3,113.0,533
E14000843,transport,Distance travelled to work,3346.0,485.0,573
E14000843,transport,Road traffic accidents: all,116.0,175.0,632
E14000843,transport,Road traffic accidents: fatal,27.0,60.0,632
E14000844,economy,House price wage ratio,12.9412,93.0,573
E14000844,economy,Unemployment,0.0148,357.0,650
E14000844,economy,Wages,46198.0,20.0,632
E14000844,energy,Efficiency of Housing,70.0,9.0,573
E14000844,energy,Fuel poverty,6.8,155.0,533
E14000844,environment,City and town classification,,,0
E14000844,environment,Climate change: drought,3.558289,43.0,632
E14000844,environment,Climate change: heatwaves,22.98865,22.0,632
E14000844,environment,Climate change: rainfall,-0.13476,369.0,632
E14000844,environment,Climate change: rainfall anomaly,0.092044,325.0,632
E14000844,environment,Climate change: temperature,3.445891,38.0,632
E14000844,environment,Climate change: warmest days,7.175703,7.0,632
E14000844,environment,Climate change: wettest days,5.270502,272.0,632
E14000844,health,Disability,0.131,117.0,573
E14000844,health,GP appointments: good overall experience of making an appointment,52.275,315.0,533
E14000844,health,GP appointments: not attended,2.891,420.0,533
E14000844,health,GP appointments: patients enabled to book and cancel online,57.848,31.0,533
E14000844,health,GP appointments: per patient,5.869,201.0,533
E14000844,health,GP appointments: satisfied with practice appointment times,35.056,509.0,533
E14000844,health,GP appointments: taking place within 14 days of booking,86.471,341.0,533
E14000844,health,GP appointments: taking place within 2 days of booking,52.512,223.0,532
E14000844,health,GPs: electronic prescription items,86.288,406.0,533
E14000844,health,GPs: patients enabled to order repeat prescriptions online,59.629,52.0,533
E14000844,society,EU referendum,0.461789136,465.0,632
E14000844,society,Educational attainment: GCSE A*-C English/Maths,81.0,6.0,533
E14000844,society,Educational attainment: KS2 Attainment,67.0,10.0,533
E14000844,society,Educational attainment: KS4 Attainment 8,54.4,40.0,533
E14000844,society,General Election: 12 December 2019,,,0
E14000844,society,General Election: 7 May 2015,,,0
E14000844,society,General Election: 8 June 2017,,,0
E14000844,society,School allocations per pupil (nominal),5024.0,405.0,533
E14000844,society,School allocations per pupil (real),5024.0,405.0,533
E14000844,society,Sexuality,92.5,5.0,573
E14000844,transport,Active travel: cycle at least once a month,16.2,53.0,533
E14000844,transport,Active travel: cycle at least once a week,10.1,67.0,533
E14000844,transport,Active travel: cycle three times a week,0.0,58.0,533
E14000844,transport,Active travel: walk at least once a month,85.6,9.0,533
E14000844,transport,Active travel: walk at least once a week,76.3,28.0,533
E14000844,transport,Active travel: walk three times a week,47.2,49.0,533
E14000844,transport,Distance travelled to work,3624.0,456.0,573
E14000844,transport,Road traffic accidents: all,167.0,126.0,632
E14000844,transport,Road traffic accidents: fatal,39.0,48.0,632
E14000845,economy,House price wage ratio,11.6205,157.0,573
E14000845,economy,Unemployment,0.0213,309.0,650
E14000845,economy,Wages,44468.0,32.0,632
E14000845,energy,Efficiency of Housing,67.0,12.0,573
E14000845,energy,Fuel poverty,8.9,136.0,533
E14000845,environment,City and town classification,,,0
E14000845,environment,Climate change: drought,3.456614,76.0,632
E14000845,environment,Climate change: heatwaves,22.89718,25.0,632
E14000845,environment,Climate change: rainfall,-0.10561,226.0,632
E14000845,environment,Climate change: rainfall anomaly,0.078961,349.0,632
E14000845,environment,Climate change: temperature,3.436755,44.0,632
E14000845,environment,Climate change: warmest days,6.915885,109.0,632
E14000845,environment,Climate change: wettest days,6.356782,194.0,632
E14000845,health,Disability,0.158,90.0,573
E14000845,health,GP appointments: good overall experience of making an appointment,50.449,349.0,533
E14000845,health,GP appointments: not attended,3.465,319.0,533
E14000845,health,GP appointments: patients enabled to book and cancel online,36.783,460.0,533
E14000845,health,GP appointments: per patient,6.369,122.0,533
E14000845,health,GP appointments: satisfied with practice appointment times,42.023,423.0,533
E14000845,health,GP appointments: taking place within 14 days of booking,77.591,504.0,533
E14000845,health,GP appointments: taking place within 2 days of booking,50.314,297.0,532
E14000845,health,GPs: electronic prescription items,90.564,371.0,533
E14000845,health,GPs: patients enabled to order repeat prescriptions online,55.028,149.0,533
E14000845,society,EU referendum,0.514300732,375.0,632
E14000845,society,Educational attainment: GCSE A*-C English/Maths,71.0,16.0,533
E14000845,society,Educational attainment: KS2 Attainment,50.0,27.0,533
E14000845,society,Educational attainment: KS4 Attainment 8,50.7,75.0,533
E14000845,society,General Election: 12 December 2019,,,0
E14000845,society,General Election: 7 May 2015,,,0
E14000845,society,General Election: 8 June 2017,,,0
E14000845,society,School allocations per pupil (nominal),5418.0,204.0,533
E14000845,society,School allocations per pupil (real),5418.0,204.0,533
E14000845,society,Sexuality,91.2,18.0,573
E14000845,transport,Active travel: cycle at least once a month,14.4,69.0,533
E14000845,transport,Active travel: cycle at least once a week,9.7,71.0,533
E14000845,transport,Active travel: cycle three times a week,0.0,58.0,533
E14000845,transport,Active travel: walk at least once a month,84.6,16.0,533
E14000845,transport,Active travel: walk at least once a week,73.2,57.0,533
E14000845,transport,Active travel: walk three times a week,46.4,56.0,533
E14000845,transport,Distance travelled to work,5099.0,259.0,573
E14000845,transport,Road traffic accidents: all,136.0,155.0,632
E14000845,transport,Road traffic accidents: fatal,34.0,53.0,632
E14000846,economy,House price wage ratio,11.7747,150.0,573
E14000846,economy,Unemployment,0.0168,349.0,650
E14000846,economy,Wages,35653.0,231.0,632
E14000846,energy,Efficiency of Housing,68.0,11.0,573
E14000846,energy,Fuel poverty,11.4,111.0,533
E14000846,environment,City and town classification,,,0
E14000846,environment,Climate change: drought,2.981097,264.0,632
E14000846,environment,Climate change: heatwaves,17.96277,174.0,632
E14000846,environment,Climate change: rainfall,-0.09833,195.0,632
E14000846,environment,Climate change: rainfall anomaly,0.112518,292.0,632
E14000846,environment,Climate change: temperature,3.289873,188.0,632
E14000846,environment,Climate change: warmest days,7.014966,68.0,632
E14000846,environment,Climate change: wettest days,8.664052,113.0,632
E14000846,health,Disability,0.166,82.0,573
E14000846,health,GP appointments: good overall experience of making an appointment,69.547,29.0,533
E14000846,health,GP appointments: not attended,2.844,429.0,533
E14000846,health,GP appointments: patients enabled to book and cancel online,46.946,251.0,533
E14000846,health,GP appointments: per patient,7.06,55.0,533
E14000846,health,GP appointments: satisfied with practice appointment times,61.101,18.0,533
E14000846,health,GP appointments: taking place within 14 days of booking,80.927,463.0,533
E14000846,health,GP appointments: taking place within 2 days of booking,47.959,373.0,532
E14000846,health,GPs: electronic prescription items,72.99,462.0,533
E14000846,health,GPs: patients enabled to order repeat prescriptions online,50.699,281.0,533
E14000846,society,EU referendum,0.516345075,370.0,632
E14000846,society,Educational attainment: GCSE A*-C English/Maths,73.0,14.0,533
E14000846,society,Educational attainment: KS2 Attainment,64.0,13.0,533
E14000846,society,Educational attainment: KS4 Attainment 8,50.2,80.0,533
E14000846,society,General Election: 12 December 2019,,,0
E14000846,society,General Election: 7 May 2015,,,0
E14000846,society,General Election: 8 June 2017,,,0
E14000846,society,School allocations per pupil (nominal),5232.0,309.0,533
E14000846,society,School allocations per pupil (real),5232.0,309.0,533
E14000846,society,Sexuality,90.5,25.0,573
E14000846,transport,Active travel: cycle at least once a month,18.8,33.0,533
E14000846,transport,Active travel: cycle at least once a week,13.2,39.0,533
E14000846,transport,Active travel: cycle three times a week,0.0,58.0,533
E14000846,transport,Active travel: walk at least once a month,82.1,35.0,533
E14000846,transport,Active travel: walk at least once a week,74.3,47.0,533
E14000846,transport,Active travel: walk three times a week,47.0,51.0,533
E14000846,transport,Distance travelled to work,3929.0,424.0,573
E14000846,transport,Road traffic accidents: all,100.0,189.0,632
E14000846,transport,Road traffic accidents: fatal,10.0,77.0,632
E14000847,economy,House price wage ratio,13.2172,84.0,573
E14000847,economy,Unemployment,0.0218,304.0,650
E14000847,economy,Wages,32152.0,430.0,632
E14000847,energy,Efficiency of Housing,64.0,15.0,573
E14000847,energy,Fuel poverty,21.1,23.0,533
E14000847,environment,City and town classification,,,0
E14000847,environment,Climate change: drought,3.613891,30.0,632
E14000847,environment,Climate change: heatwaves,16.81608,201.0,632
E14000847,environment,Climate change: rainfall,-0.17222,423.0,632
E14000847,environment,Climate change: rainfall anomaly,0.091715,326.0,632
